srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services under General economic services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food (NSSF),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services under Administrative services ,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department
UTTAR PRADESH,2024-25,Budget Estimates,53265532.7,30023751.7,19150627.8,9216948.3,2224943.3,1197211.1,460377.7,52918.1,1802439.0,550384.2,236098.3,2885381.6,,407994.0,115932.2,10873123.9,1776405.5,890675.7,134792.5,326130.1,26359.3,49381.4,105615.0,0.3,50072.8,44165.0,,143708.1,5505.4,2739817.7,9869.0,1320007.1,903827.6,326955.8,57133.5,2618195.0,2530000.0,1320150.8,318096.0,923694.5,78360.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHHATTISGARH,2021-22,Accounts,7501000.8,5252182.7,2796373.8,1561946.5,595621.2,26739.6,27959.1,23049.9,164945.5,17954.4,24136.9,220117.7,58620.0,51973.1,23309.9,2455808.9,1401229.1,736157.5,8068.7,40398.7,,14704.8,130058.1,,420710.5,20597.3,,29333.5,1200.0,421731.0,,55332.2,47681.9,7650.3,,386991.0,380000.0,67256.6,18640.5,48616.1,,111359.4,106577.4,4782.0,1192.8,10716.8,2190.7,4605.4,,3920.7,2137541.8,56798.3,106876.1,106876.1,,644423.8,30000.0,614423.8,8609.1,536771.0,469731.8,37224.0,48758.2,20285.5,582209.2,30967.9,30941.2,426575.2,49935.7,43789.3,747221.5,12.8,,111276.4,111276.4,,
JAMMU AND KASHMIR,2021-22,Revised Estimates,6723689.6,3665607.6,2478206.8,1223981.9,534164.4,56607.4,182349.9,13017.8,91646.2,21597.1,8065.3,176301.9,120228.4,31954.5,18292.1,1187400.8,381795.2,74398.2,7293.4,61430.2,,11067.1,151487.4,,26706.1,38842.0,,7453.0,3117.8,67580.9,,73130.6,10504.7,45614.3,13496.6,521668.9,521668.9,48392.5,42028.3,,6364.2,40651.2,40651.2,,6973.1,47208.4,10127.1,23492.8,,13588.5,3058082.0,69224.2,76979.6,74654.6,2325.0,713867.0,4500.0,709367.0,5572.0,521295.0,150.0,24791.0,159700.0,22800.0,1215647.7,21071.5,74796.1,946327.0,77058.6,96394.5,982149.0,214.5,,,,,
GOA,2021-22,Accounts,1422689.3,926302.4,555859.9,213753.0,129343.1,1519.0,102149.7,1328.0,9534.3,4835.6,6602.0,73623.9,2523.8,3428.6,7219.0,370442.5,43220.6,13793.2,263.7,4986.8,5824.5,3676.5,8924.6,,3838.9,282.4,,1505.8,124.1,30442.2,1371.7,13093.3,5042.8,4272.2,2440.3,223694.0,222698.2,12962.1,2905.0,9066.5,990.6,33023.0,12227.2,20795.8,5378.8,7256.9,903.9,3750.3,1410.5,1192.2,496386.9,18634.7,8921.6,8921.6,,183253.4,5000.0,178253.4,2007.7,149680.3,127931.4,18413.1,17128.4,9437.1,100342.2,6616.9,6749.9,58048.3,12763.8,16163.3,184843.3,391.6,129.9,,,,
ODISHA,2021-22,Revised Estimates,12036510.8,8463193.6,5386990.2,2103171.1,903915.9,54582.9,773090.2,35233.6,176080.3,223236.2,16906.5,606495.9,130214.5,328974.0,35089.0,3076203.4,1050827.1,499031.0,20577.6,63993.6,3039.4,37821.1,96075.1,,215293.6,35084.5,,78887.9,1023.3,1223789.9,6500.0,266942.5,81828.1,153369.4,19744.2,5862.6,906.0,95673.3,47307.1,34764.2,13602.0,281907.8,279464.8,2442.9,8728.2,135972.2,112046.9,9612.6,3777.8,10535.0,3421332.1,121888.7,127708.3,127005.8,,803000.0,200000.0,603000.0,20868.0,469457.0,259355.1,70896.9,112635.0,40.0,742658.4,45249.7,28282.0,441942.2,115364.3,111820.1,1595034.8,31042.0,,151985.0,151985.0,,
MAHARASHTRA,2021-22,Budget Estimates,37921200.1,22464532.5,15686303.5,7461456.7,1546092.6,137848.3,585978.0,583854.1,1473385.0,1999272.1,202399.6,613159.9,352001.2,668650.5,62205.6,6778229.0,2005889.2,822952.3,53030.4,158097.3,49581.2,25118.4,301100.2,,299254.2,147816.1,,148769.0,170.1,1656973.0,138.9,277885.8,184344.7,88405.0,2740.6,947057.4,896399.7,422720.7,78409.7,344311.0,,966174.3,676404.1,289770.2,73903.0,427486.8,235458.6,172493.2,0.0,19535.0,12919462.6,400706.3,414275.9,414275.9,,4799762.0,500000.0,4299762.0,47004.8,3584266.0,2936503.0,475466.0,632043.1,36448.1,3828645.8,120679.3,981047.1,2097940.2,203465.2,425514.1,3442844.6,33228.0,8846.7,2537204.9,2537204.9,,
UTTARAKHAND,2023-24,Revised Estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125296.5,107430.0,17866.5,9490.5,31062.1,6967.4,15109.8,5140.5,3844.4,1881938.2,64965.4,55210.8,54664.8,546.0,618436.3,12500.0,605936.3,7500.0,492317.3,402515.3,60000.0,74250.0,31869.0,400927.5,36713.3,23091.0,227722.0,51693.1,61708.1,742098.2,300.0,,306483.4,306483.4,,
UTTARAKHAND,2022-23,Accounts,4377272.8,2484325.3,1815614.2,935408.3,354804.3,14510.4,60875.5,913.4,30276.7,17604.4,17867.8,261541.7,,104996.2,16815.4,668711.1,290093.8,120369.8,,30384.2,9354.3,2138.4,77567.2,,14360.4,23630.0,,12289.6,,218433.2,,50064.7,44317.1,3967.9,1779.6,1696.1,48.7,24819.4,22998.5,1820.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARYANA,2021-22,Accounts,9842503.5,6047712.9,4092766.9,1541242.0,576324.0,23858.6,185625.0,24454.0,467927.6,39605.7,132836.5,975055.9,27994.4,75459.2,22384.1,1954946.0,479091.8,196502.6,9709.6,89579.0,45.2,6690.4,36071.1,,38287.8,57300.3,,44724.7,181.1,198544.4,,204478.8,172309.2,641.3,,713030.3,674930.6,45721.3,26460.6,19260.7,,293580.7,86639.7,206941.0,2035.3,18463.5,10321.8,5195.1,23.3,2923.2,3794790.6,119449.4,64783.5,64601.8,181.7,1886160.3,50000.0,1836160.3,18670.6,1658309.0,1301323.7,80927.7,126223.8,32956.9,662499.2,22070.3,30012.3,506506.9,28167.7,75742.0,1061670.9,227.4,,,,,
GUJARAT,2021-22,Accounts,16042126.6,10358597.0,6825417.0,2755615.0,1032456.0,248043.0,60429.0,259006.0,996118.0,405581.0,106901.0,327950.0,326530.0,284309.0,22479.0,3533180.0,627492.0,226878.0,1022.0,71350.0,6213.0,44060.0,62686.0,,9122.0,74513.0,,130726.0,922.0,372251.0,9083.0,124539.0,48071.0,71016.0,4169.0,1089757.0,1033144.0,509221.0,178096.0,331125.0,,547785.0,480017.0,67768.0,107045.0,146007.0,9613.0,7584.0,105896.0,22914.0,5642311.6,124857.0,69809.0,69692.0,117.0,2668777.6,150000.0,2518777.6,26329.9,2292523.5,1903471.8,309487.9,73726.5,126197.7,758541.0,47363.0,50685.0,514399.0,34736.0,111358.0,2016026.0,4301.0,,41218.0,41218.0,,
HIMACHAL PRADESH,2021-22,Accounts,3619454.3,2228707.2,1388241.3,670829.0,190917.5,66809.5,121067.8,13153.0,79819.3,15578.9,26182.8,150529.4,8815.4,36300.0,8238.7,840465.9,256871.8,77374.7,12497.6,37580.7,3033.5,2362.7,60922.7,109.7,35039.1,24414.4,,3536.7,,128606.1,,39450.6,2242.8,36935.3,272.5,164991.1,164568.6,19463.7,16720.3,2743.4,,212455.4,157011.0,55444.4,1596.4,17030.8,2889.0,11394.6,1433.2,1314.0,1389976.1,35228.6,28986.6,28878.3,108.2,464078.6,,464078.6,8195.9,334042.4,247938.1,47246.5,116627.7,5212.6,218785.9,8388.5,19273.4,120820.0,38349.9,31954.1,639890.7,3005.8,,771.0,771.0,,
PUNJAB,2021-22,Budget Estimates,10387990.6,4610241.7,2697963.9,1311728.3,382122.0,22976.2,67566.0,60460.3,7505.3,124144.6,53343.8,522990.4,19697.7,94330.2,31099.1,1912277.7,1246519.0,1026083.2,37898.6,47500.1,1748.0,5888.1,67245.5,,6861.0,41355.7,,11938.9,,90705.3,,111495.6,89103.6,12261.3,10130.8,151659.4,151288.0,211564.9,12038.4,199526.4,,52374.3,18450.0,33924.3,3676.2,44283.1,3945.8,693.9,36658.3,2985.1,5371894.5,140715.0,54358.8,52318.1,2040.6,2124052.3,92500.0,2031552.3,14155.0,1822133.3,1321900.0,143361.0,140806.0,54458.0,1793793.7,32685.1,41501.6,673578.0,42223.4,1003805.6,1176700.0,82274.8,21403.5,405854.5,405854.5,,
JAMMU AND KASHMIR,2021-22,Accounts,5926932.5,2962946.8,2093314.1,1085132.6,456935.1,40783.5,169366.8,9001.4,75578.0,10540.2,5695.1,138419.6,57490.1,31108.0,13263.9,869632.7,307353.0,61818.0,5520.0,55497.9,,10005.1,115855.5,,14935.1,36255.8,,4887.1,2578.6,51745.0,,61206.7,7674.6,39401.2,11278.3,313110.5,313110.5,37024.9,31379.9,5644.9,,62078.6,62078.6,,4516.4,32597.8,8079.1,14617.0,,9901.7,2963985.7,37852.1,54991.2,54396.7,594.6,740531.4,4500.0,736031.4,5572.4,515579.9,355748.6,27624.1,188456.9,26422.2,974075.1,14031.9,51526.6,763610.8,66249.0,78656.8,1156300.1,235.9,,,,,
HIMACHAL PRADESH,2021-22,Budget Estimates,3849088.4,2312455.9,1542870.6,798765.1,223427.9,57871.7,125096.4,8365.2,66596.4,8594.4,29413.2,159130.4,7901.0,45400.0,12308.9,769585.4,256200.2,72210.7,13668.8,41067.2,3045.9,2923.6,70962.6,25.1,25313.2,23238.9,,3741.2,3.0,137218.0,,46419.7,2312.7,43606.1,500.9,43048.5,42473.9,23363.4,20357.9,3005.6,,250538.6,205750.8,44787.8,1848.0,10949.0,5657.7,2069.6,1530.7,1691.0,1535569.2,34577.3,30742.6,30592.6,150.1,501758.7,2.0,501756.7,7598.6,345904.6,256460.6,47246.4,138253.5,10000.0,257503.5,9704.6,25517.3,145457.8,43561.1,33262.6,708200.0,2787.1,,1063.3,1063.3,,
JHARKHAND,2021-22,Accounts,6277791.0,4122260.4,2463932.7,1117418.7,432932.3,485.0,73043.3,2174.9,242143.4,107477.0,18208.9,394319.1,54475.5,0.3,21254.3,1658327.7,353397.1,221340.4,16138.8,21944.3,9749.8,9188.0,49606.0,,,14243.3,,10403.5,783.1,642365.3,,37287.4,30162.9,7124.5,,380829.4,365829.4,32971.1,9280.2,23690.9,,44305.1,28713.4,15591.6,,167172.5,17473.2,7696.2,139877.0,2126.1,2155530.5,76494.9,48207.8,47981.4,226.4,648604.7,20000.0,628604.7,7949.8,572612.1,406109.4,65158.4,25992.4,22050.5,620793.1,10707.1,25516.0,527762.2,13479.3,43328.6,761430.0,,,,,,
RAJASTHAN,2021-22,Revised Estimates,22512084.3,15692870.6,9097888.9,4375067.6,1091189.5,405755.9,416941.9,8326.4,765804.3,196532.0,126453.1,1228369.7,260914.1,202081.3,20453.1,6594981.7,1296525.9,490579.6,6433.3,181976.8,23000.0,1903.3,78189.0,,,25071.0,,448977.9,40395.0,2165203.1,142.9,231188.6,207677.5,21169.7,,2278373.5,2277991.7,47379.2,10547.0,36832.3,,387099.0,309064.0,78035.0,2129.6,186939.9,4343.9,6486.3,102855.8,73253.8,6819209.7,163150.9,299550.0,299051.5,498.5,2825504.1,,2825504.1,33614.2,2278204.3,1752601.5,119141.4,445630.5,68055.1,942137.2,26775.0,65953.1,730021.6,2635.8,116751.9,2532815.1,56052.5,,4.1,4.1,,
KARNATAKA,2021-22,Accounts,20942805.8,14014317.3,7980391.5,2914026.6,1185617.7,91372.1,482195.9,319336.2,319180.1,757354.1,99665.6,1056239.8,195214.4,520227.6,39961.6,6033925.7,1991756.4,618286.4,21825.9,113974.4,140277.2,29163.1,131605.2,,671867.8,68917.3,,194805.4,1033.6,812135.5,21847.3,197881.8,161484.9,29313.8,258.4,1744523.5,1744493.3,168163.1,133331.5,34831.6,,460545.1,231364.7,229180.4,4482.1,632591.1,29371.0,12659.4,3160.9,587399.8,6266906.3,186026.7,186404.7,185269.4,1135.3,2876361.0,378000.0,2498361.0,41777.9,2154903.1,1994130.9,132041.0,297271.6,4408.4,938808.3,24919.3,55360.7,665083.3,78042.4,115402.6,2066586.7,12719.0,,661582.2,661582.2,,
KERALA,2021-22,Budget Estimates,14789117.9,7112337.2,5113873.0,2335091.4,959167.0,52526.7,40979.8,11108.6,189793.2,296190.2,110327.9,1052820.0,95.6,43366.0,22406.6,1998464.2,845881.4,182357.1,13022.3,81239.4,15708.2,38721.8,69650.5,,275720.9,66718.8,,48103.4,54639.0,518512.2,7832.0,68109.3,36332.6,25310.0,6466.8,41544.0,35588.0,53898.1,45983.9,4911.2,3003.0,350884.5,324275.0,26609.5,22206.0,89596.7,37775.7,20105.3,8354.1,23361.7,6631937.6,167705.7,240352.4,219067.1,21285.3,2194019.6,,2194019.6,29031.7,1552050.6,1326789.9,185365.5,612937.3,,711633.5,32364.7,58303.1,435095.1,29122.8,156747.9,2310598.3,1007628.1,986650.3,1044843.2,1044843.2,,
KERALA,2021-22,Accounts,14617951.1,6640941.7,5069560.9,2477032.9,1091065.8,71898.0,38296.0,10534.6,90920.0,259224.7,94332.2,866104.3,75.3,46397.1,23680.0,1571380.8,853886.2,155560.0,11737.4,83678.6,16397.9,43699.1,67917.4,,365616.5,61306.9,,37900.1,10072.3,155277.1,6549.7,76132.4,38019.1,27569.7,10543.6,38087.9,35184.4,51161.7,44107.4,4834.6,2219.7,294154.5,266841.8,27312.7,13176.2,82955.1,34969.2,16270.4,7326.8,24388.7,7011000.3,173596.7,249393.7,228064.2,21329.4,2330282.2,,2330282.2,23399.0,1557103.3,1354388.6,171504.6,740920.2,10108.6,776827.1,34239.1,63468.0,496207.4,21131.7,161780.9,2689869.4,791031.2,666415.4,966009.1,966009.1,,
MIZORAM,2022-23,Revised Estimates,1184075.0,781456.6,475430.0,198835.0,68619.7,4170.3,42118.2,5759.6,61345.4,55006.8,3600.2,26076.8,1128.3,7186.0,1583.8,306026.6,71848.0,24001.9,3844.6,8043.9,138.6,2703.1,23961.8,,5716.9,942.4,,1684.3,810.5,53771.2,10198.6,1444.0,,1443.9,,95258.0,95258.0,8044.6,7026.7,1017.9,,56271.7,51332.7,4939.0,981.9,8208.6,1483.5,2195.8,2322.8,2206.5,402618.4,14153.8,12969.1,12814.7,154.5,64090.8,6972.0,57118.8,1800.0,44818.8,41674.8,2200.0,10500.0,,138553.2,16137.2,9442.6,70395.6,6870.4,35707.4,172606.4,245.0,245.0,,,,
UTTAR PRADESH,2022-23,Accounts,37997805.8,21729025.7,13892768.1,6681238.7,1335882.0,1285217.8,96196.0,53129.6,1457269.6,322051.0,131750.1,2177752.2,,192056.4,160224.6,7836257.6,984443.1,507916.0,59389.3,175545.4,12792.5,21739.1,71650.6,574.5,33156.9,28258.8,,70774.4,2645.5,1766006.1,2751.5,887192.2,574349.6,256368.1,35561.8,2818441.1,2788481.1,512068.0,117938.3,388327.3,5802.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNJAB,2022-23,Budget Estimates,10793207.5,5460855.2,3032518.4,1466802.9,482203.0,23496.9,77961.0,55210.9,8984.6,94669.5,42541.2,630839.3,23697.8,91868.2,34243.2,2428336.9,1119641.1,895869.8,16909.3,49757.7,1604.3,3913.1,25205.5,,2000.0,40848.0,,83533.4,,100660.3,,114542.6,90028.1,12403.7,12110.8,639548.0,639508.0,306219.5,33450.5,272769.0,49200.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHI,2022-23,Accounts,4824593.4,3660038.4,2717711.8,1282184.0,640131.8,10251.5,174743.0,17946.4,119274.7,15507.6,17501.1,377807.1,,37229.1,25135.6,942326.6,16011.6,2420.9,48.6,3464.6,1351.4,42.5,6517.8,,,198.5,,1728.0,239.3,1523.1,,29198.0,,2596.1,26601.9,318305.7,318248.2,2779.3,2609.1,170.3,,523976.9,63813.6,460163.3,3629.5,46902.6,1542.5,3483.3,39242.6,2634.2,732210.7,184034.1,35117.7,35096.0,21.7,326635.8,,326635.8,326635.8,,,,,,184412.5,12435.0,20546.1,4900.6,54264.8,92266.0,194.1,1816.6,,432344.3,432344.3,,
PUDUCHERRY,2022-23,Accounts,896926.0,605392.4,337892.9,111846.3,80222.5,1646.8,11851.7,5690.3,31709.8,16842.3,4078.4,68003.9,,1258.4,1056.8,267499.5,47687.6,9041.2,225.6,5864.5,1094.3,6840.1,889.9,,18718.5,3101.4,,1335.1,577.0,8373.7,2003.8,2936.4,,2855.7,80.8,178488.7,178443.6,11908.7,4414.4,7494.3,,8515.2,5084.0,3431.2,382.3,7203.1,2492.1,1676.5,2417.1,617.4,291533.6,7055.5,7103.7,7103.7,,88199.8,9292.4,78907.4,9664.4,59435.0,59435.0,,5140.9,4667.1,59905.9,3909.3,759.3,30251.7,13861.0,11124.6,128868.6,400.1,,,,,
WEST BENGAL,2022-23,Accounts,22283890.6,14317712.9,11556893.1,4114704.0,1324879.0,142281.8,140761.2,18260.9,1054281.8,440020.8,22770.0,3974695.9,127479.4,128280.8,68477.6,2760819.9,936757.4,652278.9,7320.7,67820.4,6603.0,15990.4,53663.1,,67504.0,21544.7,,33131.2,10901.0,1121144.5,127600.1,129936.7,30768.4,52533.1,46635.3,197954.4,196532.8,38898.1,30543.8,8354.4,,169646.9,73455.9,96191.0,3145.7,35736.1,15757.9,4591.8,10604.8,4781.6,7925381.2,55553.4,141396.6,140548.6,848.0,4021784.3,20000.0,4001784.3,37446.1,3535445.7,3011978.9,485353.1,172399.8,256492.7,1224331.6,37912.6,26624.9,954537.5,66073.2,139183.4,2462412.0,19903.3,,40796.5,40796.5,,
RAJASTHAN,2022-23,Revised Estimates,24809680.4,17460655.0,10270073.1,5090134.2,1110030.1,452300.3,425921.7,7931.0,825227.9,240501.9,87550.6,1468383.5,301858.7,229693.3,30540.1,7190581.9,1093700.4,480033.6,8239.6,223401.2,50000.0,1780.2,80625.2,,,25777.2,,180063.2,43780.2,2302404.5,181.6,233458.3,212516.0,18480.4,,2341403.8,2341047.8,68104.2,21468.2,46636.0,488661.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDHRA PRADESH,2022-23,Budget Estimates,20826125.6,15410865.1,10801024.7,2598703.7,780355.0,417118.1,99341.1,480323.1,688300.3,4541195.1,77062.1,312195.1,560650.7,200898.0,44882.4,4609840.4,1303854.2,553475.1,5147.5,100080.5,,20923.3,61466.3,,19641.4,79037.3,,20858.8,443224.0,1428902.0,,73061.1,61927.0,10563.2,20.0,944537.5,944537.5,150098.1,78029.4,50821.8,21247.0,523883.6,171510.0,352373.6,1374.0,184130.0,129971.8,1617.2,39566.6,12974.4,5412760.5,108079.0,118000.0,118000.0,,2180576.4,46560.8,2134015.6,22858.5,1962075.1,1776239.0,81233.2,149082.0,,1279449.5,305818.2,133529.5,677951.1,33973.8,128176.9,1726654.6,1.1,,2500.0,2500.0,,
MEGHALAYA,2023-24,Budget Estimates,1718606.7,1152117.6,647284.8,297876.6,166569.9,9858.0,35151.8,14069.7,15680.0,14464.0,8342.8,49033.0,15115.0,16406.6,4717.4,504832.7,116265.2,25377.2,28046.7,16900.0,1719.0,3981.0,25032.0,,,3344.3,,3374.0,8491.1,157275.3,4906.0,7200.9,5.0,6939.9,256.0,25558.8,24018.4,22518.0,11047.0,11471.0,,41421.3,41421.3,,109.0,129578.1,114484.1,4809.0,7063.0,3222.0,566489.1,48326.3,13463.3,13385.3,78.0,125571.0,8706.0,116865.0,1748.5,97411.5,88595.5,4100.0,16600.0,1105.0,198032.5,12177.6,6871.3,117033.5,28103.3,33846.8,179443.0,1653.1,,,,,
ARUNACHAL PRADESH,2022-23,Revised Estimates,2059199.0,1474053.1,677220.2,316582.5,151104.0,2794.7,87059.9,5998.9,26380.3,,6131.0,36783.2,4000.0,30382.1,10003.7,796832.9,231801.2,59939.1,19559.8,15465.7,3408.8,5330.8,74900.4,,49805.1,917.9,,1928.4,545.3,123271.7,631.3,62017.6,,55656.4,6361.3,183134.1,178046.7,15413.5,10508.3,3754.8,1150.4,135159.1,106502.1,28657.0,13168.0,32236.3,13714.1,5171.0,8719.8,4631.4,585145.9,20637.7,7063.8,6756.8,307.0,95860.4,7108.4,88752.1,636.0,57163.0,43248.0,13915.0,22530.0,8423.1,261770.4,20981.3,46772.1,122725.6,51176.2,20115.2,199688.7,124.9,,,,,
ASSAM,2022-23,Budget Estimates,9636704.8,5873005.2,4347939.4,2199896.2,648028.0,42968.0,64855.9,391825.8,304810.8,251518.1,21285.0,161185.7,57357.4,191630.2,12578.4,1525065.8,490412.6,130145.1,12482.3,51629.5,7921.5,12787.5,110907.8,,100710.0,46546.0,,12505.1,4778.0,414507.8,16240.8,130179.5,22239.9,65686.6,41441.1,103820.1,103737.0,109470.1,56318.4,53151.7,,201083.8,166634.9,34448.9,1916.7,57434.4,44452.7,4908.6,79.6,7993.4,3689991.7,87951.0,146859.4,146496.2,363.2,853365.0,100000.0,753365.0,9028.1,607631.8,523019.2,54522.4,136705.1,,1427848.8,572394.5,28144.4,648659.2,58199.6,120451.1,1106910.2,67057.3,,73707.9,72627.0,,
BIHAR,2022-23,Revised Estimates,22938242.1,16554662.8,11371366.3,5303625.5,1487929.1,166959.7,301066.3,1178601.0,713289.7,404292.7,79758.8,1028093.1,252261.4,411608.1,43881.0,5183296.5,859306.5,340839.0,25108.3,84567.1,19806.9,72377.0,75453.0,,121004.1,50257.1,,67039.0,2855.0,1971357.3,,142681.1,64285.3,21966.6,52514.2,1304225.3,1298063.0,157506.0,68707.4,88798.6,,528309.1,502437.9,25871.2,531.8,219379.4,17068.2,18201.6,102064.8,82044.8,6382915.4,237264.7,210870.2,210537.2,333.1,1761606.3,131102.8,1630503.5,58238.5,1452307.4,1248620.6,133107.7,118688.6,1269.0,1626381.0,44395.1,71351.1,1133487.3,77461.6,299685.8,2546793.1,0.2,,663.9,663.9,,
CHHATTISGARH,2022-23,Budget Estimates,8837161.2,6268327.4,3342034.2,1901218.2,567498.7,34084.5,83139.0,70216.3,188635.8,34156.9,45417.7,256185.1,83092.3,43846.6,34543.1,2926293.2,1707632.9,881589.4,15184.2,52888.9,,17108.3,169882.3,,510309.4,21509.9,,37560.6,1600.0,472256.1,,46651.9,37736.5,8915.4,,407658.0,400005.0,127257.3,23045.1,104212.2,,148538.3,136144.2,12394.2,2275.0,14023.7,3925.6,5148.2,,4950.0,2460577.1,70460.0,161387.7,161387.7,,762205.5,40000.0,722205.5,19102.6,579309.1,496464.0,46000.0,57603.0,66190.8,706231.0,52169.5,35311.7,522681.2,33631.7,62437.0,760260.0,33.0,,108256.6,108256.6,,
GOA,2022-23,Revised Estimates,1770624.5,1159077.4,643754.5,285150.1,161166.8,2529.0,38937.0,1540.0,23045.1,16568.0,12491.9,89193.8,3832.3,2547.2,6753.4,515322.9,65220.7,24957.7,360.9,8275.8,7595.1,6155.7,8313.9,,6304.5,461.6,,2482.9,312.6,42362.9,1330.7,18053.3,6987.3,7095.5,2160.0,297071.0,291160.5,20828.2,6290.6,13787.7,750.0,44493.3,16294.4,28199.0,9547.0,16415.8,1857.0,9685.2,2283.7,2589.9,611547.0,32337.2,14902.8,14901.8,1.0,200830.0,8000.0,192830.0,5015.5,161958.0,140500.0,16500.0,18154.0,7702.5,155402.1,8058.4,8912.1,91304.7,22214.5,24912.4,204514.1,3560.9,365.0,,,,
GUJARAT,2022-23,Budget Estimates,18103960.1,10831855.0,6972464.0,2906395.0,744520.0,301439.0,97813.0,212947.0,1175795.0,520562.0,149790.0,267906.0,489621.0,76897.0,28779.0,3859391.0,801096.0,262603.0,2220.0,135644.0,6106.0,41462.0,76720.0,,9989.0,75707.0,,189846.0,799.0,589137.0,10474.0,132790.0,55432.0,69347.0,6401.0,989263.0,936403.0,537124.0,186681.0,347943.0,2500.0,461248.0,401129.0,60119.0,154443.0,183816.0,17964.0,9495.0,132351.0,24006.0,7217634.1,190076.0,101015.0,101015.0,,3222014.1,510000.0,2712014.1,31880.7,2455849.2,2075080.3,274264.1,96407.6,127876.6,886289.0,52698.0,62262.0,610627.0,35547.0,125155.0,1759046.0,1059194.0,,54471.0,54471.0,,
HARYANA,2022-23,Revised Estimates,11500754.2,7059126.1,4669629.2,1892205.8,621199.8,26599.1,250626.5,45223.5,407677.5,72344.1,149122.5,1045384.2,50047.0,74488.5,34710.7,2389496.9,603165.8,272407.3,15863.3,103976.6,66.5,13668.3,45418.2,,50120.3,14288.3,,87139.1,218.0,341787.9,,270657.9,181435.9,1048.0,,717975.9,680827.0,85241.9,63737.7,21504.2,,351386.4,92281.0,259105.4,4501.8,14779.4,4015.6,5088.3,26.5,5648.9,4441628.2,157302.8,71656.2,71456.9,199.3,2128902.1,30000.0,2098902.1,6809.8,1895013.2,1547000.0,71000.0,132850.0,64229.1,798695.8,32016.1,35444.5,604723.8,21022.5,105488.9,1280000.0,5071.3,,,,,
HIMACHAL PRADESH,2022-23,Budget Estimates,4027880.2,2402306.0,1616169.2,838179.9,233153.5,54472.9,124102.2,9043.5,67139.2,13913.3,31310.6,174145.8,7901.0,47600.0,15207.3,786136.9,262824.7,74688.0,10723.1,42330.7,3098.5,3172.8,74443.4,101.4,26046.2,24340.7,,3877.1,3.0,159388.6,,50179.1,2366.5,47293.6,519.1,52797.8,52196.5,18097.5,15116.2,2981.3,,229490.4,194540.0,34950.4,1541.0,11817.9,6369.1,2042.2,1651.1,1755.5,1624510.8,41114.8,31482.0,31325.5,156.5,510466.0,2.0,510464.0,7317.3,366996.7,285170.7,41797.5,130650.0,5500.0,259611.9,10099.9,23103.4,152300.0,41211.0,32897.6,779020.0,2816.1,,1063.3,1063.3,,
JAMMU AND KASHMIR,2022-23,Revised Estimates,7500394.8,3823217.6,2692912.0,1316793.6,576205.4,83610.4,193358.4,14040.3,133006.1,19946.6,9022.3,214770.3,83117.0,31142.3,17899.5,1130305.6,398148.5,74276.5,6771.5,67565.8,,11071.4,154335.4,,21599.7,41715.2,,17633.1,3180.0,74194.8,,72680.7,10025.9,45600.9,13598.1,440450.4,440450.4,53402.2,41179.6,12222.6,,37654.0,37654.0,,6853.6,46921.5,10431.4,23583.7,,12906.5,3677177.3,82212.8,86525.8,82905.3,3620.5,913467.5,5891.0,907576.5,4633.0,680027.5,386250.0,60759.0,192350.0,30566.0,1282205.5,17300.9,80411.5,1004191.3,82156.9,98144.9,1312551.3,214.5,,,,,
